Site number,Site name,Province,Latitude,Longitude,Drainage region ID,Land use category,Tested substances,Core site?,Sampling period,Category,Report year,Site link,Site details
BC08LE0004,Salmon River at Highway 1 Bridge,British Columbia,50.69139,-119.3289,2,Mining,"Cadmium, Chromium, Copper, Nitrogen, Oxygen, pH, Phosphorus, Temperature, Zinc",1,2015-2017,Poor,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08LE0004&GoCTemplateCulture=en-CA
"
BC08MC0001,Fraser River at Marguerite,British Columbia,52.52964,-122.44228,2,Mining,"Arsenic, Copper, Lead, Nitrogen, Oxygen, pH, Phosphorus, Temperature, Zinc",1,2015-2017,Marginal,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08MC0001&GoCTemplateCulture=en-CA
"
BC08MF0001,Fraser River at Hope,British Columbia,49.38722,-121.4508,2,Mining,"Arsenic, Copper, Lead, Nitrogen, Oxygen, pH, Phosphorus, Temperature, Thallium, Zinc",1,2015-2017,Fair,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08MF0001&GoCTemplateCulture=en-CA
"
BC08MH0027,Sumas River at International Boundary,British Columbia,49.00244,-122.2323,2,Populated and Agriculture,"Cadmium, Chromium, Copper, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Sulphate, Temperature, Zinc",1,2015-2017,Fair,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08MH0027&GoCTemplateCulture=en-CA
"
BC08ND0003,Illecillewaet River at Glacier National Park Entrance,British Columbia,51.21376,-117.6958,4,Remote,"Cadmium, Chromium, Copper, Lead, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",1,2015-2017,Fair,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08ND0003&GoCTemplateCulture=en-CA
"
BC08NE0001,Columbia River at Waneta,British Columbia,49.01611,-117.6039,4,Mining,"Cadmium, Chromium, Copper, Lead, Nitrogen, pH, Phosphorus, Temperature, Thallium, Zinc",1,2015-2017,Fair,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NE0001&GoCTemplateCulture=en-CA
"
BC08NE0029,Pend d'Oreille River at Waneta,British Columbia,49.00306,-117.6167,4,Remote,"Cadmium, Copper, Lead, Nitrogen, pH, Phosphorus, Temperature, Zinc",1,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NE0029&GoCTemplateCulture=en-CA
"
BC08NF0001,Kootenay River at Kootenay Crossing,British Columbia,50.88556,-116.0431,4,Remote,"Cadmium, Chromium, Copper, Lead, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",1,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NF0001&GoCTemplateCulture=en-CA
"
BC08NH0005,Kootenay River at Creston,British Columbia,49.11694,-116.5794,4,Mining,"Cadmium, Copper, Lead, Nickel, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",1,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NH0005&GoCTemplateCulture=en-CA
"
BC08NK0003,Elk River at Hwy 93,British Columbia,49.1797,-115.167,4,Mining,"Cadmium, Copper, Nitrogen, pH, Phosphorus, Selenium, Temperature, Zinc",1,2015-2017,Marginal,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NK0003&GoCTemplateCulture=en-CA
"
BC08NL0005,Similkameen River near International Boundary,British Columbia,49.0788,-119.7098,3,Mining,"Arsenic, Copper, Iron, Lead, Molybdenum, Nickel, Nitrogen, pH, Phosphorus, Temperature, Uranium, Zinc",1,2015-2017,Fair,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NL0005&GoCTemplateCulture=en-CA
"
BC08NM0001,Okanagan River at Oliver,British Columbia,49.11444,-119.565,3,Populated,"Cadmium, Chloride, Chromium, Fluoride, Nitrogen, pH, Phosphorus, Sulphate, Temperature",1,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NM0001&GoCTemplateCulture=en-CA
"
BC08NN0021,Kettle River at Carson,British Columbia,49.01965,-118.4747,4,Remote,"Cadmium, Cyanide, Fluoride, Lead, Nitrogen, pH, Phosphorus, Silver, Temperature, Zinc",1,2015-2017,Good,2019,http://aquatic.pyr.ec.gc.ca/webdataonlinenational,"http://indicators-map.canada.ca/App/Detail?id=06BC08NN0021&GoCTemplateCulture=en-CA
"
MA05KH0001,Saskatchewan River above Carrot River,Manitoba,53.841667,-101.33416,14,Mining,"Ammonia, Arsenic, Chloride, Copper, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.ppwb.ca/information/149/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MA05KH0001&GoCTemplateCulture=en-CA
"
MA05OB0001,"Pembina River at Windygates, Manitoba",Manitoba,49.03139,-98.27778,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.ppwb.ca/map/142/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MA05OB0001&GoCTemplateCulture=en-CA
"
MA05OC0001,"Red River at Emerson, Manitoba",Manitoba,49.00806,-97.21083,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.ijc.org/conseil_board/red_river/en/irrb_home_accueil.htm,"http://indicators-map.canada.ca/App/Detail?id=06MA05OC0001&GoCTemplateCulture=en-CA
"
MA05PF0022,"Winnipeg River at Pointe du Bois,",Manitoba,50.30083,-95.55556,13,Mining,"2,4-D, Ammonia, Arsenic, Chloride, Copper, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Excellent,2019,http://www.ppwb.ca/map/142/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MA05PF0022&GoCTemplateCulture=en-CA
"
MB05LES015,Woody River Northeast of Swan River,Manitoba,52.3764,-100.9733,14,Medium Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LES015&GoCTemplateCulture=en-CA
"
MB05LGS001,North Duck River at Cowan,Manitoba,52.0311,-100.6489,14,Remote,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LGS001&GoCTemplateCulture=en-CA
"
MB05LJS007,Ochre River near Ochre River Community,Manitoba,51.0514,-99.78778,14,Low Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Marginal,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LJS007&GoCTemplateCulture=en-CA
"
MB05LJS009,Turtle River at Ste. Rose du Lac,Manitoba,51.0519,-99.5275,14,High Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LJS009&GoCTemplateCulture=en-CA
"
MB05LJS014,Valley River North of Dauphin,Manitoba,51.2822,-100.0158,14,Medium Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LJS014&GoCTemplateCulture=en-CA
"
MB05LJS016,Vermilion River North of Dauphin,Manitoba,51.1881,-100.0144,14,Medium Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Marginal,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LJS016&GoCTemplateCulture=en-CA
"
MB05LLS001,Whitemud River at Westbourne,Manitoba,50.1333,-98.59,14,High Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05LLS001&GoCTemplateCulture=en-CA
"
MB05MFS098,Little Saskatchewan River near Rivers,Manitoba,50.0236,-100.2067,12,Medium Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Good,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05MFS098&GoCTemplateCulture=en-CA
"
MB05MHS006,Assiniboine River NW of Treesbank,Manitoba,49.6944,-99.6564,12,Agriculture and Mining,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05MHS006&GoCTemplateCulture=en-CA
"
MB05MJS053,Assiniboine River at Headingley,Manitoba,49.8689,-97.4047,12,Agriculture and Mining,"2,4-D, Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Marginal,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05MJS053&GoCTemplateCulture=en-CA
"
MB05NGS003,Souris River near Treesbank,Manitoba,49.6275,-99.59833,12,Agriculture and Mining,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05NGS003&GoCTemplateCulture=en-CA
"
MB05ODS032,Roseau River near Dominion City,Manitoba,49.1456,-97.1675,12,Medium Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05ODS032&GoCTemplateCulture=en-CA
"
MB05OES026,Rat River at Otterburne,Manitoba,49.5019,-97.05111,12,Medium Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05OES026&GoCTemplateCulture=en-CA
"
MB05OFS060,Boyne River at Carman,Manitoba,49.5064,-98.00361,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05OFS060&GoCTemplateCulture=en-CA
"
MB05OGS039,La Salle River Downstream of la Barrier Park Dam,Manitoba,49.7228,-97.17139,12,High Agriculture,"2,4-D, Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05OGS039&GoCTemplateCulture=en-CA
"
MB05OJS006,Cooks Creek at Springfield and St. Clements Boundary,Manitoba,50.0625,-96.80611,12,High Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Good,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05OJS006&GoCTemplateCulture=en-CA
"
MB05OJS074,Red River Downstream of Winnipeg,Manitoba,50.1411,-96.86861,12,Mining,"2,4-D, Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, MCPA, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Marginal,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05OJS074&GoCTemplateCulture=en-CA
"
MB05SAS038,Brokenhead River near Scanterbury,Manitoba,50.3694,-96.60778,14,Low Agriculture,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05SAS038&GoCTemplateCulture=en-CA
"
MB05TGS006,Burntwood River at Thompson,Manitoba,55.7536,-97.84194,14,Mining,"Ammonia, Arsenic, Cadmium, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Good,2019,http://www.gov.mb.ca/waterstewardship/water_quality/quality/index.html,"http://indicators-map.canada.ca/App/Detail?id=06MB05TGS006&GoCTemplateCulture=en-CA
"
NF02XA0001,Little Mecatina River,Newfoundland and Labrador,52.2283,-61.3256,22,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02XA0001,"http://indicators-map.canada.ca/App/Detail?id=06NF02XA0001&GoCTemplateCulture=en-CA
"
NF02YE0004,Portland Creek,Newfoundland and Labrador,50.1817,-57.6036,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YE0004,"http://indicators-map.canada.ca/App/Detail?id=06NF02YE0004&GoCTemplateCulture=en-CA
"
NF02YE0005,Western Brook at Bridge,Newfoundland and Labrador,49.8289,-57.855,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YE0005,"http://indicators-map.canada.ca/App/Detail?id=06NF02YE0005&GoCTemplateCulture=en-CA
"
NF02YG0001,Main River,Newfoundland and Labrador,49.7694,-56.9042,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YG0001,"http://indicators-map.canada.ca/App/Detail?id=06NF02YG0001&GoCTemplateCulture=en-CA
"
NF02YH0018,Lomond River,Newfoundland and Labrador,49.4019,-57.7303,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Excellent,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YH0018,"http://indicators-map.canada.ca/App/Detail?id=06NF02YH0018&GoCTemplateCulture=en-CA
"
NF02YJ0004,Pinchgut Brook,Newfoundland and Labrador,48.7975,-58.0619,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YJ0004,"http://indicators-map.canada.ca/App/Detail?id=06NF02YJ0004&GoCTemplateCulture=en-CA
"
NF02YK0022,Humber Canal,Newfoundland and Labrador,49.1661,-57.4156,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YK0022,"http://indicators-map.canada.ca/App/Detail?id=06NF02YK0022&GoCTemplateCulture=en-CA
"
NF02YL0011,Humber River at Little Falls,Newfoundland and Labrador,49.3474,-57.2348,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YL0011,"http://indicators-map.canada.ca/App/Detail?id=06NF02YL0011&GoCTemplateCulture=en-CA
"
NF02YL0012,Humber River at Humber Village Bridge,Newfoundland and Labrador,48.9836,-57.7611,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YL0012,"http://indicators-map.canada.ca/App/Detail?id=06NF02YL0012&GoCTemplateCulture=en-CA
"
NF02YL0013,Corner Brook at Margaret Bowater Park,Newfoundland and Labrador,48.9444,-57.9367,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YL0013,"http://indicators-map.canada.ca/App/Detail?id=06NF02YL0013&GoCTemplateCulture=en-CA
"
NF02YL0029,Wild Cover Brook,Newfoundland and Labrador,48.9744,-57.8839,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YL0029,"http://indicators-map.canada.ca/App/Detail?id=06NF02YL0029&GoCTemplateCulture=en-CA
"
NF02YN0001,Lloyds River at Bridge,Newfoundland and Labrador,48.3044,-57.7186,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YN0001,"http://indicators-map.canada.ca/App/Detail?id=06NF02YN0001&GoCTemplateCulture=en-CA
"
NF02YO0001,Exploit's River,Newfoundland and Labrador,48.9239,-55.6604,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YO0001,"http://indicators-map.canada.ca/App/Detail?id=06NF02YO0001&GoCTemplateCulture=en-CA
"
NF02YO0020,Exploit's River,Newfoundland and Labrador,48.9493,-55.9126,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YO0020,"http://indicators-map.canada.ca/App/Detail?id=06NF02YO0020&GoCTemplateCulture=en-CA
"
NF02YO0107,Exploits River Approx. 0.5km Downstream from Dam,Newfoundland and Labrador,48.7594,-56.5919,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YO0107,"http://indicators-map.canada.ca/App/Detail?id=06NF02YO0107&GoCTemplateCulture=en-CA
"
NF02YO0128,Exploits River below Grand Falls,Newfoundland and Labrador,48.9368,-55.6176,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YO0128,"http://indicators-map.canada.ca/App/Detail?id=06NF02YO0128&GoCTemplateCulture=en-CA
"
NF02YO0142,Corduroy Brook,Newfoundland and Labrador,48.94,-55.6628,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YO0142,"http://indicators-map.canada.ca/App/Detail?id=06NF02YO0142&GoCTemplateCulture=en-CA
"
NF02YO0143,Exploit's River,Newfoundland and Labrador,49.067,-55.437,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YO0143,"http://indicators-map.canada.ca/App/Detail?id=06NF02YO0143&GoCTemplateCulture=en-CA
"
NF02YQ0030,Gander River at Appleton,Newfoundland and Labrador,48.9949,-54.8674,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YQ0030,"http://indicators-map.canada.ca/App/Detail?id=06NF02YQ0030&GoCTemplateCulture=en-CA
"
NF02YQ0072,Careless Brook at Resource Road Steel Bridge,Newfoundland and Labrador,48.9021,-54.9939,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YQ0072,"http://indicators-map.canada.ca/App/Detail?id=06NF02YQ0072&GoCTemplateCulture=en-CA
"
NF02YS0001,Terra Nova River at Terra Nova,Newfoundland and Labrador,48.5075,-54.2119,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YS0001,"http://indicators-map.canada.ca/App/Detail?id=06NF02YS0001&GoCTemplateCulture=en-CA
"
NF02YS0011,Terra Nova River at E.S. Spencer Bridge,Newfoundland and Labrador,48.6408,-54.0364,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YS0011,"http://indicators-map.canada.ca/App/Detail?id=06NF02YS0011&GoCTemplateCulture=en-CA
"
NF02YS0083,Northwest River at Terra Nova,Newfoundland and Labrador,48.3956,-54.1981,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02YS0083,"http://indicators-map.canada.ca/App/Detail?id=06NF02YS0083&GoCTemplateCulture=en-CA
"
NF02ZA0006,Grand Codroy River,Newfoundland and Labrador,47.8689,-59.1181,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZA0006,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZA0006&GoCTemplateCulture=en-CA
"
NF02ZK0005,Northeast River,Newfoundland and Labrador,47.2731,-53.8403,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZK0005,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZK0005&GoCTemplateCulture=en-CA
"
NF02ZL0029,Goulds Brook,Newfoundland and Labrador,47.505,-53.2911,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZL0029,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZL0029&GoCTemplateCulture=en-CA
"
NF02ZM0004,Waterford River at Commonwealth Avenue,Newfoundland and Labrador,47.5219,-52.8081,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0004,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0004&GoCTemplateCulture=en-CA
"
NF02ZM0009,Waterford River,Newfoundland and Labrador,47.5294,-52.7428,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0009,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0009&GoCTemplateCulture=en-CA
"
NF02ZM0014,Virginia River,Newfoundland and Labrador,47.5839,-52.6914,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0014,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0014&GoCTemplateCulture=en-CA
"
NF02ZM0016,Rennies River,Newfoundland and Labrador,47.5778,-52.7008,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0016,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0016&GoCTemplateCulture=en-CA
"
NF02ZM0020,Broad Cove Brook,Newfoundland and Labrador,47.5981,-52.8814,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0020,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0020&GoCTemplateCulture=en-CA
"
